Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Subject,Ticket Status,Resolution,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,First Response Delay (hrs),Resolution Time (hrs)
41,0,15,4,2,0,2633,2,1,5,13329.1675,13320.500833333334
50,1,21,2,3,0,271,3,3,3,24505.117777777778,24514.884444444444
21,0,37,3,6,2,0,3,1,3,12772.551388888887,21306.388055555555
52,0,10,0,13,0,3,1,0,5,22875.418611111112,22874.38527777778
38,2,26,1,13,0,461,0,3,1,26237.63527777778,26255.585277777776
38,0,26,3,7,0,1660,0,1,1,26649.635833333334,26655.069166666668
59,0,7,3,9,1,0,3,3,3,21273.225972222222,21306.388055555555
51,2,21,4,14,2,0,0,0,3,28001.15333333333,21306.388055555555
36,1,26,1,5,2,0,0,3,3,21454.70388888889,21306.388055555555
30,2,17,3,10,0,2541,3,1,1,26771.2875,26776.970833333333
53,0,23,3,15,0,2154,3,1,2,29545.77138888889,29556.53805555556
24,0,0,4,6,2,0,2,0,3,21148.75527777778,21306.388055555555
27,2,32,4,4,0,975,3,2,3,14530.289166666667,14533.439166666669
59,2,14,2,1,2,0,3,0,3,14038.056111111113,21306.388055555555
35,0,28,2,9,1,0,0,2,3,21273.225972222222,21306.388055555555
62,0,37,0,8,0,809,2,1,1,17944.756944444445,17943.456944444446
42,1,26,2,9,1,0,1,0,3,21273.225972222222,21306.388055555555
29,1,25,4,10,0,309,1,0,5,12471.257777777775,12475.191111111111
51,0,18,1,13,2,0,3,1,3,25984.40805555556,21306.388055555555
53,0,22,3,1,0,1027,0,0,1,21555.75833333333,21570.975
48,1,28,3,13,1,0,2,2,3,21273.225972222222,21306.388055555555
63,1,40,0,14,2,0,3,1,3,17338.492777777778,21306.388055555555
28,2,28,0,0,0,817,3,2,2,28341.026388888888,28337.17638888889
34,2,29,0,4,2,0,0,2,3,26878.976944444443,21306.388055555555
24,1,31,3,11,1,0,1,1,3,21273.225972222222,21306.388055555555
68,2,37,0,7,2,0,1,2,3,26401.044166666667,21306.388055555555
68,2,24,3,8,1,0,1,1,3,21273.225972222222,21306.388055555555
24,1,7,2,15,2,0,3,1,3,14472.561666666666,21306.388055555555
47,1,14,4,8,1,0,1,2,3,21273.225972222222,21306.388055555555
33,1,2,4,5,1,0,0,1,3,21273.225972222222,21306.388055555555
22,1,33,4,9,0,2563,3,0,3,19108.84611111111,19113.17944444445
18,0,19,0,13,0,2673,3,1,2,16924.213333333333,16928.23
56,1,41,4,10,1,0,1,2,3,21273.225972222222,21306.388055555555
22,0,3,0,9,0,2316,0,0,2,23346.914166666666,23348.864166666663
58,2,0,2,13,1,0,2,1,3,21273.225972222222,21306.388055555555
55,2,6,2,12,0,837,1,0,1,14549.465277777776,14545.798611111111
43,0,14,3,1,2,0,1,1,3,14734.048888888889,21306.388055555555
64,2,3,2,3,0,1323,3,1,5,27117.16611111111,27101.582777777778
21,2,32,0,1,0,1814,1,0,4,12558.616666666669,12559.583333333334
40,1,1,2,10,2,0,3,3,3,22066.48361111111,21306.388055555555
20,0,30,1,0,1,0,2,1,3,21273.225972222222,21306.388055555555
54,2,24,0,11,1,0,3,2,3,21273.225972222222,21306.388055555555
58,2,37,2,11,0,923,0,1,3,23709.70138888889,23688.95138888889
21,0,22,3,14,0,101,0,3,2,16890.26861111111,16891.785277777777
28,1,32,2,8,1,0,1,2,3,21273.225972222222,21306.388055555555
33,0,32,4,2,1,0,2,0,3,21273.225972222222,21306.388055555555
37,1,23,4,6,1,0,2,2,3,21273.225972222222,21306.388055555555
52,2,16,2,15,0,603,2,3,2,27760.853333333333,27746.18666666667
19,1,29,2,13,0,1475,0,2,3,19643.270277777778,19653.286944444444
63,0,8,3,6,0,18,1,3,5,19243.8875,19226.604166666668
59,2,12,4,7,1,0,0,1,3,21273.225972222222,21306.388055555555
65,2,0,0,0,0,2290,1,0,5,25784.554722222223,25797.188055555554
65,1,28,2,0,0,1052,1,0,3,20811.905,20808.705
48,1,8,0,0,2,0,3,0,3,27554.32222222222,21306.388055555555
56,1,36,0,9,1,0,1,1,3,21273.225972222222,21306.388055555555
47,0,18,2,13,2,0,0,0,3,18897.806111111116,21306.388055555555
41,1,34,3,12,2,0,2,1,3,18205.74,21306.388055555555
66,1,7,0,4,1,0,3,2,3,21273.225972222222,21306.388055555555
52,2,20,1,0,1,0,1,1,3,21273.225972222222,21306.388055555555
22,1,13,1,15,1,0,2,2,3,21273.225972222222,21306.388055555555
23,0,6,0,2,2,0,3,0,3,17410.208333333332,21306.388055555555
22,2,40,0,15,2,0,2,3,3,19323.22527777778,21306.388055555555
42,1,29,2,3,0,1469,3,0,2,15008.058888888889,15001.458888888888
59,0,41,2,0,0,2551,3,3,5,27073.659166666668,27084.275833333333
44,0,14,0,10,0,2545,2,2,1,16352.492777777778,16357.609444444444
52,0,37,3,11,1,0,2,1,3,21273.225972222222,21306.388055555555
48,0,11,2,12,2,0,0,1,3,21896.160277777777,21306.388055555555
26,1,9,3,6,1,0,3,1,3,21273.225972222222,21306.388055555555
40,2,36,3,1,1,0,3,0,3,21273.225972222222,21306.388055555555
52,2,14,2,4,0,1447,1,3,2,29734.79472222222,29715.86138888889
30,0,22,4,11,1,0,1,3,3,21273.225972222222,21306.388055555555
34,1,21,3,10,1,0,0,3,3,21273.225972222222,21306.388055555555
69,2,24,3,14,2,0,3,2,3,12792.612222222222,21306.388055555555
67,2,14,4,2,0,1305,2,0,4,22412.44583333333,22405.345833333333
29,1,12,3,14,1,0,2,2,3,21273.225972222222,21306.388055555555
45,2,19,2,11,0,1024,1,1,5,24474.996666666662,24459.096666666668
58,0,5,3,14,1,0,2,2,3,21273.225972222222,21306.388055555555
60,1,12,3,5,1,0,0,3,3,21273.225972222222,21306.388055555555
66,0,18,2,5,0,344,0,2,5,13353.548055555557,13349.464722222225
30,2,41,1,6,0,1421,0,1,2,21980.19805555556,21964.098055555554
19,1,20,3,10,2,0,3,2,3,18687.465,21306.388055555555
58,2,13,0,1,2,0,1,3,3,16676.48222222222,21306.388055555555
37,0,11,4,3,0,2304,3,2,4,29919.299444444445,29910.74944444445
52,2,23,1,5,1,0,3,1,3,21273.225972222222,21306.388055555555
45,2,9,3,8,0,1064,1,1,5,12560.300277777778,12570.23361111111
51,0,20,0,2,2,0,0,0,3,23261.684166666662,21306.388055555555
69,2,13,2,1,0,1025,1,1,4,24461.51777777778,24469.084444444445
41,1,16,2,6,2,0,0,1,3,14977.318055555555,21306.388055555555
42,2,24,4,12,0,1720,2,0,3,14803.718611111111,14794.151944444444
23,1,18,1,10,1,0,3,2,3,21273.225972222222,21306.388055555555
67,2,36,4,15,2,0,2,1,3,13102.219444444445,21306.388055555555
63,1,22,1,10,1,0,1,0,3,21273.225972222222,21306.388055555555
37,1,24,4,10,0,656,3,1,1,18157.636666666665,18167.90333333333
34,2,24,0,3,1,0,2,1,3,21273.225972222222,21306.388055555555
23,2,33,0,10,2,0,0,3,3,16390.3875,21306.388055555555
42,0,6,4,10,2,0,0,2,3,14251.404444444444,21306.388055555555
24,0,4,3,8,2,0,2,0,3,16869.838333333333,21306.388055555555
29,2,27,2,9,2,0,2,0,3,16650.688611111113,21306.388055555555
60,2,25,2,6,1,0,3,1,3,21273.225972222222,21306.388055555555
63,1,8,1,6,1,0,2,0,3,21273.225972222222,21306.388055555555
31,1,12,1,3,2,0,1,1,3,29320.40638888889,21306.388055555555
35,2,3,3,1,1,0,0,3,3,21273.225972222222,21306.388055555555
37,0,26,4,13,0,781,1,2,2,21440.32361111111,21442.49027777778
18,2,30,2,12,1,0,2,2,3,21273.225972222222,21306.388055555555
31,2,21,4,2,2,0,0,0,3,17345.207777777778,21306.388055555555
21,0,9,3,15,0,2741,3,2,1,14660.608055555556,14661.374722222225
24,0,14,1,4,1,0,2,0,3,21273.225972222222,21306.388055555555
69,1,10,0,8,1,0,2,0,3,21273.225972222222,21306.388055555555
41,2,34,2,2,0,326,3,3,4,23991.793055555558,23977.743055555555
42,2,4,3,4,0,2142,1,1,5,26904.443333333333,26920.11
54,1,8,0,0,2,0,3,3,3,17003.010555555556,21306.388055555555
63,2,0,0,10,1,0,1,1,3,21273.225972222222,21306.388055555555
36,0,9,4,13,1,0,1,3,3,21273.225972222222,21306.388055555555
42,0,40,1,3,1,0,0,1,3,21273.225972222222,21306.388055555555
58,1,3,3,4,1,0,2,2,3,21273.225972222222,21306.388055555555
36,2,40,0,14,0,1236,1,2,5,12680.628888888888,12674.645555555557
35,2,16,4,1,2,0,2,1,3,23419.829444444444,21306.388055555555
40,2,41,0,15,2,0,3,2,3,17487.13,21306.388055555555
70,2,9,1,14,0,795,1,2,5,22456.696944444444,22446.096944444445
60,1,36,4,0,2,0,3,2,3,16462.7475,21306.388055555555
25,2,29,0,10,1,0,2,2,3,21273.225972222222,21306.388055555555
65,2,20,4,12,2,0,1,0,3,21579.14833333333,21306.388055555555
69,0,38,3,0,1,0,2,2,3,21273.225972222222,21306.388055555555
34,0,8,2,4,0,476,0,2,5,25974.481944444444,25977.64861111111
18,1,36,1,2,0,1325,2,0,1,14338.432222222222,14331.24888888889
18,2,39,3,14,2,0,3,1,3,14621.749444444444,21306.388055555555
18,2,36,2,0,2,0,0,1,3,26185.833055555555,21306.388055555555
52,1,1,2,11,1,0,3,1,3,21273.225972222222,21306.388055555555
63,1,35,2,4,2,0,0,3,3,25699.084166666667,21306.388055555555
21,1,13,1,8,0,1922,0,3,1,23236.217777777776,23251.184444444443
62,1,16,4,4,0,2670,0,1,5,18722.484722222223,18726.75138888889
44,2,15,0,7,2,0,2,0,3,25435.51861111111,21306.388055555555
26,0,2,0,14,2,0,3,2,3,16121.052222222224,21306.388055555555
52,0,18,4,14,0,1522,0,1,3,18563.652777777777,18558.286111111112
21,1,36,4,5,1,0,0,1,3,21273.225972222222,21306.388055555555
56,0,16,3,7,1,0,0,3,3,21273.225972222222,21306.388055555555
27,2,9,2,7,2,0,3,2,3,17653.454166666666,21306.388055555555
31,0,29,3,14,2,0,2,2,3,23047.721388888887,21306.388055555555
63,2,2,1,11,2,0,2,3,3,22691.38861111111,21306.388055555555
34,1,36,0,1,2,0,3,3,3,27628.82222222222,21306.388055555555
50,0,25,4,14,0,520,1,1,5,15517.906111111111,15511.20611111111
63,1,1,3,13,2,0,1,3,3,15000.473055555556,21306.388055555555
35,0,26,4,9,2,0,0,2,3,25036.956666666665,21306.388055555555
25,1,39,1,13,0,178,0,3,3,25805.290277777774,25821.640277777777
32,1,9,1,12,1,0,1,3,3,21273.225972222222,21306.388055555555
45,1,34,0,3,0,404,1,1,5,12780.6575,12775.424166666666
31,2,21,1,15,2,0,2,2,3,19118.324444444443,21306.388055555555
51,1,13,1,5,1,0,1,0,3,21273.225972222222,21306.388055555555
59,2,32,0,6,2,0,1,1,3,27328.358333333334,21306.388055555555
49,0,38,3,8,1,0,3,1,3,21273.225972222222,21306.388055555555
43,1,2,4,4,2,0,2,0,3,28787.7425,21306.388055555555
32,1,41,0,5,0,2474,1,1,4,26135.3425,26124.5425
44,0,35,2,6,2,0,2,2,3,26209.876111111116,21306.388055555555
67,0,36,0,8,1,0,0,3,3,21273.225972222222,21306.388055555555
32,2,21,3,15,2,0,3,2,3,22362.043611111112,21306.388055555555
65,1,25,1,4,1,0,0,2,3,21273.225972222222,21306.388055555555
34,0,36,0,10,1,0,0,0,3,21273.225972222222,21306.388055555555
31,1,38,4,15,0,2218,1,3,1,27118.11083333333,27108.394166666665
70,1,17,2,14,1,0,1,1,3,21273.225972222222,21306.388055555555
43,2,6,0,11,0,1168,2,1,3,25641.645,25649.195
70,0,29,0,1,0,386,1,3,2,13961.645277777778,13957.328611111112
35,1,13,1,12,2,0,1,2,3,27646.529444444444,21306.388055555555
45,0,24,4,6,2,0,2,2,3,21731.46305555556,21306.388055555555
50,2,28,3,9,1,0,0,1,3,21273.225972222222,21306.388055555555
50,0,13,1,1,0,1719,3,2,1,22919.03055555556,22909.397222222226
30,2,41,0,2,1,0,3,0,3,21273.225972222222,21306.388055555555
47,2,13,3,6,0,1845,3,1,3,21070.714722222223,21049.03138888889
37,0,34,3,2,0,135,2,2,4,15884.498333333331,15882.465
33,2,4,2,6,2,0,0,0,3,21458.765277777777,21306.388055555555
20,0,1,4,15,0,211,3,3,2,18100.43222222222,18099.515555555558
64,2,16,1,9,1,0,0,1,3,21273.225972222222,21306.388055555555
70,2,39,0,11,2,0,3,1,3,17242.01638888889,21306.388055555555
35,2,21,0,1,0,2562,1,1,2,16232.700277777778,16228.98361111111
27,1,14,4,7,0,1079,3,2,5,16126.300833333333,16119.5675
47,1,39,1,15,1,0,2,0,3,21273.225972222222,21306.388055555555
52,0,17,2,8,1,0,3,2,3,21273.225972222222,21306.388055555555
38,0,0,1,7,2,0,2,1,3,29616.46888888889,21306.388055555555
23,1,26,3,5,0,86,1,1,4,15569.335833333333,15554.769166666669
18,1,33,2,7,1,0,2,2,3,21273.225972222222,21306.388055555555
54,1,10,1,9,2,0,3,1,3,16956.219722222224,21306.388055555555
70,2,26,3,10,2,0,0,2,3,15803.353611111112,21306.388055555555
43,0,0,1,14,1,0,3,1,3,21273.225972222222,21306.388055555555
66,1,16,1,13,0,1337,1,2,5,13187.6875,13178.9875
30,2,27,2,8,2,0,2,0,3,23024.83805555556,21306.388055555555
40,0,4,0,7,2,0,2,3,3,27701.155,21306.388055555555
27,2,38,3,4,1,0,3,1,3,21273.225972222222,21306.388055555555
35,2,6,2,13,1,0,2,0,3,21273.225972222222,21306.388055555555
51,2,5,4,3,1,0,1,0,3,21273.225972222222,21306.388055555555
25,1,27,2,7,0,2072,3,2,2,21303.00611111111,21296.90611111111
67,0,34,1,8,2,0,1,0,3,15619.989444444444,21306.388055555555
61,2,12,0,14,1,0,1,2,3,21273.225972222222,21306.388055555555
18,2,12,0,11,2,0,3,1,3,18289.57361111111,21306.388055555555
41,2,12,2,1,0,2434,2,3,1,17784.3075,17806.924166666668
38,1,23,1,13,1,0,1,3,3,21273.225972222222,21306.388055555555
24,1,20,2,6,2,0,0,1,3,25822.591944444444,21306.388055555555
59,2,25,4,12,0,1652,2,3,4,21102.84222222222,21099.358888888888
20,1,24,0,4,0,783,1,2,2,16975.709166666667,16983.2925
27,2,20,4,5,0,1347,3,2,1,13771.409444444444,13769.342777777778
47,2,34,3,1,2,0,0,1,3,26107.00972222222,21306.388055555555
44,1,18,4,9,1,0,2,0,3,21273.225972222222,21306.388055555555
58,1,9,0,4,1,0,3,2,3,21273.225972222222,21306.388055555555
43,1,9,0,14,0,2285,0,3,4,14569.144166666669,14570.544166666668
57,1,9,4,10,2,0,1,3,3,21585.61138888889,21306.388055555555
36,0,41,1,4,0,1312,1,1,5,12879.745277777778,12882.195277777775
53,0,15,4,1,2,0,3,0,3,15382.445277777775,21306.388055555555
41,0,32,4,14,1,0,1,2,3,21273.225972222222,21306.388055555555
23,0,23,0,4,1,0,1,1,3,21273.225972222222,21306.388055555555
69,0,6,4,12,0,2314,2,2,2,25771.929722222223,25753.57972222222
26,0,3,1,12,2,0,3,1,3,22082.546666666665,21306.388055555555
40,2,12,4,6,1,0,0,0,3,21273.225972222222,21306.388055555555
53,1,32,0,15,2,0,1,2,3,29678.5475,21306.388055555555
45,0,40,4,11,0,1753,1,0,3,26006.864444444444,25995.347777777777
33,2,8,4,8,1,0,0,0,3,21273.225972222222,21306.388055555555
56,1,26,0,14,1,0,2,2,3,21273.225972222222,21306.388055555555
50,2,27,2,8,1,0,3,2,3,21273.225972222222,21306.388055555555
54,2,32,2,5,2,0,0,0,3,28535.68222222222,21306.388055555555
62,2,25,0,8,1,0,3,2,3,21273.225972222222,21306.388055555555
30,1,36,1,15,1,0,0,2,3,21273.225972222222,21306.388055555555
30,1,28,4,6,0,1302,2,0,4,14990.333333333334,14990.55
27,2,34,2,12,1,0,1,3,3,21273.225972222222,21306.388055555555
64,1,41,3,7,1,0,3,2,3,21273.225972222222,21306.388055555555
19,0,27,2,1,1,0,1,0,3,21273.225972222222,21306.388055555555
54,0,23,3,2,1,0,3,2,3,21273.225972222222,21306.388055555555
23,2,21,1,12,1,0,2,3,3,21273.225972222222,21306.388055555555
23,0,8,2,4,1,0,1,3,3,21273.225972222222,21306.388055555555
49,1,2,4,9,2,0,2,3,3,20505.419444444444,21306.388055555555
30,1,17,1,8,2,0,2,0,3,14455.703055555556,21306.388055555555
69,0,9,4,11,1,0,3,0,3,21273.225972222222,21306.388055555555
43,1,20,1,15,0,1926,0,2,2,26871.77083333333,26865.670833333334
25,0,2,0,13,2,0,2,0,3,20152.8875,21306.388055555555
37,0,3,1,11,0,410,1,1,2,13170.738055555556,13159.57138888889
28,1,10,0,7,1,0,1,3,3,21273.225972222222,21306.388055555555
61,2,4,0,10,2,0,2,3,3,18431.022222222226,21306.388055555555
36,0,15,4,0,2,0,0,1,3,18839.65555555556,21306.388055555555
21,2,38,4,6,2,0,2,3,3,13927.989444444444,21306.388055555555
32,2,20,4,14,0,1411,0,1,4,16346.223055555556,16360.139722222222
45,1,34,4,15,1,0,1,0,3,21273.225972222222,21306.388055555555
51,2,32,4,13,0,2747,0,3,4,14656.607222222225,14657.540555555555
37,1,41,3,11,0,339,1,1,5,25465.3075,25471.59083333333
33,2,24,2,14,2,0,1,0,3,18411.257777777777,21306.388055555555
69,0,14,0,12,2,0,3,0,3,19797.325,21306.388055555555
55,2,2,3,8,1,0,0,2,3,21273.225972222222,21306.388055555555
22,1,13,2,12,2,0,3,0,3,27049.0425,21306.388055555555
59,0,21,4,2,2,0,2,3,3,23295.409444444445,21306.388055555555
61,2,36,3,7,2,0,2,2,3,25293.31,21306.388055555555
28,1,35,3,4,1,0,3,0,3,21273.225972222222,21306.388055555555
49,0,8,3,15,2,0,0,0,3,22347.1775,21306.388055555555
27,1,31,1,8,1,0,2,2,3,21273.225972222222,21306.388055555555
24,2,14,4,7,1,0,0,2,3,21273.225972222222,21306.388055555555
59,1,3,1,3,0,2538,0,0,1,18573.645555555555,18555.895555555555
50,0,7,2,8,1,0,0,1,3,21273.225972222222,21306.388055555555
27,0,28,0,11,0,2011,2,0,3,20938.24611111111,20940.829444444444
53,2,6,0,1,1,0,2,0,3,21273.225972222222,21306.388055555555
56,1,11,2,14,1,0,0,0,3,21273.225972222222,21306.388055555555
33,2,12,2,12,0,2065,1,3,3,21375.38027777778,21376.58027777778
43,0,32,2,11,1,0,0,3,3,21273.225972222222,21306.388055555555
34,1,12,3,7,1,0,1,0,3,21273.225972222222,21306.388055555555
57,2,28,2,15,0,53,0,1,1,25432.514722222222,25417.598055555554
68,0,5,3,11,0,1729,0,1,1,19095.631666666668,19094.14833333333
41,0,1,4,8,0,647,3,2,4,21348.98222222222,21344.415555555555
31,1,19,4,14,0,2167,0,3,2,24696.365833333333,24707.5825
59,2,2,2,0,2,0,3,0,3,18517.899444444443,21306.388055555555
57,1,6,3,14,0,1026,3,1,1,23100.499722222223,23096.14972222222
47,1,20,3,8,1,0,0,0,3,21273.225972222222,21306.388055555555
31,1,41,3,0,1,0,3,2,3,21273.225972222222,21306.388055555555
39,1,8,1,6,0,1260,3,1,2,24702.950277777774,24714.766944444444
39,1,39,2,5,0,2729,1,1,5,24445.817222222224,24448.40055555556
43,0,10,0,3,1,0,2,0,3,21273.225972222222,21306.388055555555
67,0,8,1,0,0,199,1,3,2,18932.06777777778,18924.45111111111
57,1,38,4,7,2,0,1,3,3,24783.668055555558,21306.388055555555
55,2,3,3,1,0,377,0,2,3,16914.235277777778,16910.701944444445
25,1,15,0,7,2,0,2,3,3,14490.318888888887,21306.388055555555
40,1,38,1,0,1,0,1,1,3,21273.225972222222,21306.388055555555
59,1,30,0,13,2,0,3,0,3,22377.30305555556,21306.388055555555
66,0,18,1,12,0,104,2,0,5,22913.05361111111,22915.586944444443
62,0,39,0,0,1,0,2,0,3,21273.225972222222,21306.388055555555
18,0,41,4,9,2,0,2,0,3,29568.33777777778,21306.388055555555
18,0,27,2,14,1,0,2,2,3,21273.225972222222,21306.388055555555
35,2,33,4,15,2,0,2,3,3,17610.338333333333,21306.388055555555
21,2,31,2,3,1,0,2,0,3,21273.225972222222,21306.388055555555
64,1,28,4,3,1,0,2,3,3,21273.225972222222,21306.388055555555
25,1,19,2,12,2,0,1,2,3,12717.373055555556,21306.388055555555
56,2,41,1,2,1,0,0,3,3,21273.225972222222,21306.388055555555
62,1,23,2,5,1,0,0,2,3,21273.225972222222,21306.388055555555
47,1,12,0,14,2,0,3,2,3,21787.574166666665,21306.388055555555
51,1,7,4,1,2,0,1,1,3,13279.39138888889,21306.388055555555
37,1,17,3,5,1,0,1,1,3,21273.225972222222,21306.388055555555
59,1,17,0,15,0,887,3,1,3,18683.49194444445,18681.375277777777
53,0,25,2,12,0,62,2,0,3,26442.492222222223,26435.14222222222
38,0,36,4,8,0,2483,3,2,2,17535.409444444445,17541.992777777778
25,0,11,1,15,1,0,2,0,3,21273.225972222222,21306.388055555555
37,1,4,3,12,0,1921,1,3,5,20132.160277777777,20135.993611111116
18,1,14,4,9,2,0,3,1,3,18021.2775,21306.388055555555
65,1,12,3,8,0,2436,3,2,2,28798.744444444445,28782.39444444445
48,2,2,4,5,2,0,0,3,3,28199.961666666662,21306.388055555555
20,0,1,4,10,2,0,3,0,3,22356.411944444444,21306.388055555555
70,0,35,4,0,1,0,3,2,3,21273.225972222222,21306.388055555555
33,2,36,3,14,0,294,1,1,5,17451.129722222224,17462.39638888889
27,2,7,4,15,0,409,2,3,3,22560.096666666668,22556.596666666668
20,1,9,4,3,1,0,0,2,3,21273.225972222222,21306.388055555555
37,0,33,3,8,2,0,1,2,3,29333.5475,21306.388055555555
48,1,15,3,1,0,2569,0,3,4,12586.448055555556,12586.131388888887
48,2,19,4,5,1,0,2,2,3,21273.225972222222,21306.388055555555
34,1,29,3,7,1,0,0,0,3,21273.225972222222,21306.388055555555
65,1,37,3,9,1,0,3,0,3,21273.225972222222,21306.388055555555
54,1,40,4,2,0,1095,1,0,1,20312.599444444444,20314.99944444445
47,2,16,4,10,2,0,0,2,3,13861.166666666666,21306.388055555555
19,0,33,1,0,0,834,1,1,2,14803.750555555556,14804.167222222222
69,1,23,4,2,1,0,3,3,3,21273.225972222222,21306.388055555555
46,1,22,3,3,1,0,3,2,3,21273.225972222222,21306.388055555555
62,0,25,3,8,2,0,1,3,3,20578.00138888889,21306.388055555555
26,2,4,3,3,1,0,3,3,3,21273.225972222222,21306.388055555555
36,2,16,4,13,1,0,2,3,3,21273.225972222222,21306.388055555555
31,2,34,0,0,0,657,2,2,2,23290.719166666662,23302.0025
59,2,40,2,7,1,0,1,2,3,21273.225972222222,21306.388055555555
65,1,17,2,12,2,0,0,2,3,27585.286666666667,21306.388055555555
46,1,28,1,8,0,979,2,3,2,27293.303888888888,27298.45388888889
38,0,28,2,1,0,1219,0,3,3,21888.854166666668,21911.720833333333
24,0,34,4,15,0,1152,1,2,4,26489.27138888889,26483.45472222222
46,0,36,1,12,0,2356,0,2,3,25051.805277777778,25032.521944444445
24,0,6,0,8,0,1910,0,2,1,16271.0225,16263.9225
60,1,16,3,10,0,1252,2,0,5,22386.02305555556,22388.37305555556
31,1,9,2,13,1,0,3,0,3,21273.225972222222,21306.388055555555
61,1,17,3,10,1,0,0,3,3,21273.225972222222,21306.388055555555
28,1,28,0,12,0,523,2,2,4,23028.85722222222,23039.507222222222
61,0,14,3,2,2,0,0,2,3,28148.623888888887,21306.388055555555
26,1,20,3,5,0,2525,2,1,3,22599.324166666665,22595.37416666667
65,0,18,1,15,0,1103,3,0,3,21122.424722222226,21121.424722222226
35,0,5,1,1,1,0,0,3,3,21273.225972222222,21306.388055555555
21,1,17,1,9,1,0,3,1,3,21273.225972222222,21306.388055555555
37,2,5,2,4,2,0,1,3,3,26229.65861111111,21306.388055555555
53,0,34,1,3,2,0,2,1,3,19506.55888888889,21306.388055555555
28,1,22,3,7,1,0,3,3,3,21273.225972222222,21306.388055555555
61,0,25,0,11,0,484,1,1,4,22161.32611111111,22158.89277777778
40,0,40,0,13,1,0,2,3,3,21273.225972222222,21306.388055555555
70,2,23,4,11,1,0,0,1,3,21273.225972222222,21306.388055555555
56,2,16,1,5,1,0,2,0,3,21273.225972222222,21306.388055555555
48,0,27,2,3,0,2469,2,1,4,29483.694444444445,29485.76111111111
38,1,20,4,4,2,0,3,0,3,13901.311666666666,21306.388055555555
59,0,3,2,13,2,0,2,1,3,25468.178888888888,21306.388055555555
61,1,22,0,12,1,0,0,0,3,21273.225972222222,21306.388055555555
67,1,27,2,12,2,0,2,3,3,18273.829444444444,21306.388055555555
27,1,15,1,7,1,0,0,3,3,21273.225972222222,21306.388055555555
68,0,21,2,0,1,0,2,1,3,21273.225972222222,21306.388055555555
53,0,38,1,1,2,0,3,2,3,21818.94722222222,21306.388055555555
68,0,24,4,8,0,2137,0,0,5,19039.24777777778,19033.69777777778
56,2,32,1,15,2,0,0,0,3,14267.098333333332,21306.388055555555
68,2,3,2,8,0,1044,1,0,2,24823.165555555555,24832.665555555555
46,1,40,1,13,2,0,0,3,3,27318.649444444443,21306.388055555555
60,0,20,4,1,2,0,1,2,3,13088.316388888888,21306.388055555555
43,2,29,0,0,0,26,1,3,1,29686.516944444444,29685.61694444445
29,2,12,0,8,1,0,3,3,3,21273.225972222222,21306.388055555555
46,2,8,4,7,1,0,0,0,3,21273.225972222222,21306.388055555555
19,1,34,2,6,0,1676,0,1,5,25602.701944444445,25590.06861111111
54,0,15,1,9,0,954,3,0,2,14107.301944444444,14088.835277777778
56,1,33,1,6,2,0,2,1,3,22970.069166666668,21306.388055555555
59,2,25,1,12,0,1455,2,0,5,16892.569722222222,16878.153055555555
29,2,14,2,13,0,352,2,0,1,21571.770277777778,21556.986944444445
38,2,31,2,6,0,2346,1,2,3,14044.320555555556,14052.78722222222
66,2,17,4,13,2,0,1,3,3,19707.67055555556,21306.388055555555
20,0,14,2,10,1,0,2,1,3,21273.225972222222,21306.388055555555
19,2,24,2,15,2,0,2,3,3,29451.105,21306.388055555555
54,2,5,4,1,2,0,0,0,3,22797.722222222223,21306.388055555555
43,1,16,4,1,0,1610,1,0,2,23135.85583333333,23115.9725
57,1,16,2,11,2,0,1,0,3,25435.239444444444,21306.388055555555
48,1,36,3,0,2,0,1,1,3,19425.39,21306.388055555555
56,2,19,2,14,2,0,2,2,3,17491.67388888889,21306.388055555555
45,0,18,1,6,0,1159,0,1,2,13606.590555555556,13591.607222222225
39,1,24,2,6,1,0,2,0,3,21273.225972222222,21306.388055555555
67,0,30,1,8,0,2599,2,3,5,29757.60777777778,29745.85777777778
53,0,7,0,2,1,0,0,1,3,21273.225972222222,21306.388055555555
53,1,35,1,12,1,0,3,1,3,21273.225972222222,21306.388055555555
68,1,38,0,9,2,0,3,3,3,17202.3925,21306.388055555555
64,2,19,1,0,0,733,2,0,2,17515.443055555555,17518.75972222222
22,2,14,0,11,1,0,0,2,3,21273.225972222222,21306.388055555555
49,0,20,3,6,0,240,1,1,2,14053.077222222222,14041.227222222222
54,2,19,0,9,0,1062,3,1,1,13514.444444444443,13533.344444444445
53,2,26,2,6,1,0,2,3,3,21273.225972222222,21306.388055555555
60,2,36,4,8,0,1872,3,1,3,29325.74555555556,29319.945555555558
34,2,21,1,10,0,572,3,1,5,21826.395555555555,21832.34555555556
45,0,10,3,11,2,0,3,1,3,17030.329444444444,21306.388055555555
26,0,5,2,3,0,665,0,2,4,18299.796666666665,18289.13
28,1,24,0,11,1,0,1,0,3,21273.225972222222,21306.388055555555
59,0,3,0,15,0,2743,1,1,2,14456.730555555556,14472.280555555555
44,2,31,2,5,1,0,3,1,3,21273.225972222222,21306.388055555555
39,1,11,0,12,1,0,3,1,3,21273.225972222222,21306.388055555555
